"Vandområde","Lokalitetsnavn","Dato","ODA_prøvenummer","ObsSted_bredde","ObsSted_længde","Artsnavn","Artsrække","Antal_stk","Biomasse_vådvægt_g","year","Depth_m"
"Stege Bugt","Stege Bugt","2011-05-17",42,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",22,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,70"
"Stege Bugt","Stege Bugt","2011-05-17",2,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,70"
"Stege Bugt","Stege Bugt","2011-05-17",39,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"1,80"
"Stege Bugt","Stege Bugt","2011-05-17",10,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,10"
"Stege Bugt","Stege Bugt","2011-05-17",33,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",14,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,30"
"Stege Bugt","Stege Bugt","2011-05-17",37,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0028",2011,"2,40"
"Stege Bugt","Stege Bugt","2011-05-17",8,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,00"
"Stege Bugt","Stege Bugt","2011-05-17",31,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",28,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,40"
"Stege Bugt","Stege Bugt","2011-05-17",34,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,70"
"Stege Bugt","Stege Bugt","2011-05-17",5,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"4,00"
"Stege Bugt","Stege Bugt","2011-05-17",11,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",2,"0,0017",2011,"3,30"
"Stege Bugt","Stege Bugt","2011-05-17",17,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",3,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",6,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",9,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,50"
"Stege Bugt","Stege Bugt","2011-05-17",12,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,60"
"Stege Bugt","Stege Bugt","2011-05-17",20,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",23,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",26,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",29,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",4,"0,0066",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",32,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0028",2011,"2,30"
"Stege Bugt","Stege Bugt","2011-05-17",40,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,70"
"Stege Bugt","Stege Bugt","2011-05-17",1,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",4,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,80"
"Stege Bugt","Stege Bugt","2011-05-17",7,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,10"
"Stege Bugt","Stege Bugt","2011-05-17",15,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",18,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,60"
"Stege Bugt","Stege Bugt","2011-05-17",21,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"2,90"
"Stege Bugt","Stege Bugt","2011-05-17",24,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,30"
"Stege Bugt","Stege Bugt","2011-05-17",27,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,20"
"Stege Bugt","Stege Bugt","2011-05-17",35,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0017",2011,"2,70"
"Stege Bugt","Stege Bugt","2011-05-17",38,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0028",2011,"2,10"
"Stege Bugt","Stege Bugt","2011-05-17",41,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"4,00"
"Stege Bugt","Stege Bugt","2011-05-17",25,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2011,"3,90"
"Stege Bugt","Stege Bugt","2013-05-03",3,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,40"
"Stege Bugt","Stege Bugt","2013-05-03",6,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,0052",2013,"2,50"
"Stege Bugt","Stege Bugt","2013-05-03",14,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,002",2013,"2,50"
"Stege Bugt","Stege Bugt","2013-05-03",17,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,60"
"Stege Bugt","Stege Bugt","2013-05-03",20,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0011",2013,"2,60"
"Stege Bugt","Stege Bugt","2013-05-03",23,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0013",2013,"2,50"
"Stege Bugt","Stege Bugt","2013-05-03",26,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",37,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,80"
"Stege Bugt","Stege Bugt","2013-05-03",40,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",34,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,90"
"Stege Bugt","Stege Bugt","2013-05-03",1,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",9,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,10"
"Stege Bugt","Stege Bugt","2013-05-03",12,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",4,"0,0078",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",15,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",18,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",21,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,80"
"Stege Bugt","Stege Bugt","2013-05-03",29,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,30"
"Stege Bugt","Stege Bugt","2013-05-03",32,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",2,"0,0026",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",35,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",38,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0014",2013,"1,60"
"Stege Bugt","Stege Bugt","2013-05-03",41,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"4,70"
"Stege Bugt","Stege Bugt","2013-05-03",2,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,30"
"Stege Bugt","Stege Bugt","2013-05-03",11,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"3,00"
"Stege Bugt","Stege Bugt","2013-05-03",5,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,0055",2013,"1,70"
"Stege Bugt","Stege Bugt","2013-05-03",28,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0021",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",31,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Stege Bugt","Stege Bugt","2013-05-03",8,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"3,00"
"Stege Bugt","Stege Bugt","2013-05-03",22,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"3,40"
"Stege Bugt","Stege Bugt","2013-05-03",25,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"3,40"
"Stege Bugt","Stege Bugt","2013-05-03",42,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,50"
"Stege Bugt","Stege Bugt","2013-05-03",19,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0009",2013,"2,40"
"Stege Bugt","Stege Bugt","2013-05-03",10,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,60"
"Stege Bugt","Stege Bugt","2013-05-03",27,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,002",2013,"2,70"
"Stege Bugt","Stege Bugt","2013-05-03",4,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,70"
"Stege Bugt","Stege Bugt","2013-05-03",16,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,0036",2013,"2,30"
"Stege Bugt","Stege Bugt","2013-05-03",13,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,00"
"Stege Bugt","Stege Bugt","2013-05-03",33,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,005",2013,"2,60"
"Stege Bugt","Stege Bugt","2013-05-03",39,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,40"
"Stege Bugt","Stege Bugt","2013-05-03",24,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"3,20"
"Stege Bugt","Stege Bugt","2013-05-03",36,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0011",2013,"1,90"
"Stege Bugt","Stege Bugt","2013-05-03",7,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,90"
"Stege Bugt","Stege Bugt","2013-05-03",30,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,40"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",1,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",4,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",7,"0,0153",2013,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",7,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",15,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",37,"0,0941",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",18,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",21,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",4,"0,0093",2013,"3,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",24,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",27,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",5,"0,0124",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",35,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",38,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",1,"0,0031",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",41,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,60"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",5,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",14,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",1,"0,0037",2013,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",11,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",34,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",28,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",10,"0,0336",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",25,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"0,90"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",17,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",37,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,40"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",31,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",8,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",2,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",10,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",13,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",16,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",19,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",22,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",30,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,40"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",33,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",36,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,40"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",39,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,70"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",42,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",12,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,60"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",29,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",1,"0,0034",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",6,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",32,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",9,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",23,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",40,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",1,"0,0021",2013,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",20,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",2,"0,0081",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",26,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",1,"0,003",2013,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2013-05-21",3,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2013,"2,30"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",27,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",14,"0,019",2015,"2,00"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",1,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",6,"0,0041",2015,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",31,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,70"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",37,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,60"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",7,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",1,"0,0012",2015,"2,70"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",18,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",4,"0,003",2015,"2,70"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",10,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",7,"0,0073",2015,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",28,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",20,"0,0125",2015,"2,20"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",15,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",6,"0,006",2015,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",34,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",21,"0,0116",2015,"2,30"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",30,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",16,"0,0067",2015,"1,80"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",12,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",2,"0,001",2015,"3,20"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",17,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",4,"0,0083",2015,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",36,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",4,"0,0001",2015,"2,40"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",24,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",7,"0,0077",2015,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",39,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",3,"0,0017",2015,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",14,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",38,"0,0445",2015,"3,00"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",20,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",9,"0,0061",2015,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",42,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",2,"0,0008",2015,"2,30"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",4,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,60"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",33,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",1,"0,0003",2015,"2,70"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",2,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,60"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",5,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",5,"0,0044",2015,"2,30"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",8,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",10,"0,0045",2015,"2,70"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",11,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",5,"0,0031",2015,"3,00"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",13,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",6,"0,0045",2015,"3,00"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",21,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",56,"0,0485",2015,"3,00"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",22,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",5,"0,0057",2015,"2,60"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",25,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",59,"0,0502",2015,"3,00"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",29,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",44,"0,0285",2015,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",32,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",25,"0,0259",2015,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",35,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",13,"0,0117",2015,"2,90"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",40,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",4,"0,0023",2015,"2,50"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",3,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,70"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",6,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",2,"0,0015",2015,"2,90"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",9,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",26,"0,0246",2015,"2,60"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",16,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",7,"0,0073",2015,"3,00"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",19,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,60"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",23,"5442,429","1151,764","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,10"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",26,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",12,"0,013",2015,"2,90"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",38,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",11,"0,007",2015,"2,80"
"Guldborgsund","Guldborg Sund Bredning","2015-03-17",41,"5442,429","1151,764","Microdeutopus gryllotalpa","Arthropoda",3,"0,0015",2015,"2,20"
"Stege Bugt","Stege Bugt","2015-03-19",1,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,0028",2015,"2,70"
"Stege Bugt","Stege Bugt","2015-03-19",2,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",10,"0,0086",2015,"2,60"
"Stege Bugt","Stege Bugt","2015-03-19",6,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,003",2015,"2,80"
"Stege Bugt","Stege Bugt","2015-03-19",9,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"3,50"
"Stege Bugt","Stege Bugt","2015-03-19",17,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,0009",2015,"2,90"
"Stege Bugt","Stege Bugt","2015-03-19",20,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",1,"0,0004",2015,"2,50"
"Stege Bugt","Stege Bugt","2015-03-19",23,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",7,"0,0034",2015,"3,00"
"Stege Bugt","Stege Bugt","2015-03-19",26,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,20"
"Stege Bugt","Stege Bugt","2015-03-19",29,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",2,"0,0006",2015,"2,70"
"Stege Bugt","Stege Bugt","2015-03-19",37,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",2,"0,0028",2015,"2,30"
"Stege Bugt","Stege Bugt","2015-03-19",40,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",4,"0,0026",2015,"4,00"
"Stege Bugt","Stege Bugt","2015-03-19",5,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",5,"0,0028",2015,"2,00"
"Stege Bugt","Stege Bugt","2015-03-19",8,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,0053",2015,"3,10"
"Stege Bugt","Stege Bugt","2015-03-19",11,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",8,"0,0074",2015,"3,00"
"Stege Bugt","Stege Bugt","2015-03-19",14,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,0028",2015,"2,80"
"Stege Bugt","Stege Bugt","2015-03-19",22,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",18,"0,0183",2015,"3,50"
"Stege Bugt","Stege Bugt","2015-03-19",25,"5459,998","1213,625","Microdeutopus gryllotalpa","Arthropoda",3,"0,0013",2015,"3,80"
"Stege Bugt","Stege Bugt","2015-03-19",28,"5459,998","1213,625","Microdeutopus gryllotalpa","Ej kendt",0,"0",2015,"2,40"
